feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
a7f81116140378f5c9f91bdc03906a55	Env.feature..abbreviation.	SRF	-0.00080586257270191	0.00275542154117792	321	2	0.770121742510755	0.842822541998911
e6daa1442c9484d67bef5aa11f18569f	Env.feature..abbreviation.	SRF	-0.000805862572701924	0.00275542154117792	321	2	0.770121742510751	0.842822541998911
X6e2fec47a465ab230e8a4325465a034e	Env.feature..abbreviation.	SRF	-0.000805862572702091	0.00275542154117792	321	2	0.770121742510705	0.842822541998911
d71dda64c8f1e2c9255816f46e705ad9	Env.feature..abbreviation.	SRF	-0.000805862572701915	0.00275542154117792	321	2	0.770121742510754	0.842822541998911
X8b761d5dfce3a18d0d65ee6bca8c979b	Env.feature..abbreviation.	SRF	-0.000805862572701906	0.00275542154117792	321	2	0.770121742510756	0.842822541998911
X283d20332b3a92179965a393d8a85d1c	Env.feature..abbreviation.	SRF	-0.000805862572701915	0.00275542154117792	321	2	0.770121742510754	0.842822541998911
X9cbd86e1cdc4853dbde48565a54651a1	Env.feature..abbreviation.	SRF	-0.000805862572701926	0.00275542154117792	321	2	0.770121742510751	0.842822541998911
d1e54fc1d1a0d0a7e75f5098aa33d9af	Env.feature..abbreviation.	SRF	-0.000805862572701923	0.00275542154117792	321	2	0.770121742510752	0.842822541998911
c5bb70dfce1c23e80320a740c324e6b5	Env.feature..abbreviation.	SRF	0.000781066801234169	0.00336956269848187	321	3	0.816841481260182	0.868161364899565
X214b2a057e245bb1fa959013de86ec2c	Env.feature..abbreviation.	SRF	0.00145178032424845	0.00581352244392211	321	8	0.802960964211078	0.868161364899565
bc077eeb8c69e25bbeeaa3986dd80306	Env.feature..abbreviation.	SRF	0.000781066801234173	0.00336956269848187	321	3	0.816841481260181	0.868161364899565
X2e4f44682114b15aec805b2b57ea0c42	Env.feature..abbreviation.	SRF	0.000781066801234171	0.00336956269848187	321	3	0.816841481260181	0.868161364899565
d73aa5e38a36e57b09d3d817a7386866	Env.feature..abbreviation.	SRF	0.000781066801234188	0.00336956269848187	321	3	0.816841481260177	0.868161364899565
X05580022c17ba821b4b6eeb210495442	Env.feature..abbreviation.	SRF	-0.000916215850921851	0.00437379972712543	321	4	0.834208636963731	0.882001840123111
afaa3705b5a4d86604b2721e5856cbdc	Env.feature..abbreviation.	SRF	-0.00156182048109195	0.00881768611620526	321	6	0.859523696766213	0.90405860333441
X2e43584108e1d60a543c1c5347ed8d0c	Env.feature..abbreviation.	SRF	0.00107590251456896	0.00720364727987332	321	6	0.881367702400001	0.922255894779383
e23c828e3d3d800733eab8653f7da053	Env.feature..abbreviation.	SRF	0.000670713523014251	0.00477857502905406	321	5	0.888465344801525	0.924915205101075
X16eafb715f45ca05aa06938ed7b498b5	Env.feature..abbreviation.	SRF	0.00200608331733503	0.025902980632882	321	82	0.938317267299956	0.971828598274954
X016f7d8361d13db20fdafb9c22b46c03	Env.feature..abbreviation.	SRF	-0.000700938818093625	0.0108062333384282	321	19	0.948322669747163	0.972270211912495
X5991db3216664051e7eb171c0b579259	Env.feature..abbreviation.	SRF	-0.000267630806851988	0.00392495735372426	321	3	0.945679547454728	0.972270211912495
X27a02b35689806649a7b17d9e06931b6	Env.feature..abbreviation.	SRF	-0.000110353278219916	0.00341385836580378	321	2	0.974233016408777	0.988846511654909
a37e5dc40054a123a62009855d2bf030	Env.feature..abbreviation.	SRF	-0.000110353278219916	0.00341385836580378	321	2	0.974233016408777	0.988846511654909
X07ffed3268d19f99f07cd21efe98b3a3	Env.feature..abbreviation.	SRF	2.50986310903611e-05	0.0079633602569507	321	13	0.997487230474171	0.997487230474171
X884f74c2897f752d3ef15fc1fd279c6b	Env.feature..abbreviation.	SRF	-2.47957714677481e-05	0.00433675061100448	321	5	0.995441620184439	0.997487230474171
X28ca65acfa86365ffbee6f2fa6af5198	Env.feature..abbreviation.	SRF	-2.47957714677427e-05	0.00433675061100448	321	5	0.99544162018444	0.997487230474171
